id,source,target,description,weight,combined_degree
1038,SUBJECT,INFORMED CONSENT,The subject must provide informed consent to participate in testing in real-world conditions,10.0,6
2359,LAW ENFORCEMENT,AI SYSTEM FOR POLYGRAPHS IN LAW ENFORCEMENT,AI SYSTEM FOR POLYGRAPHS IN LAW ENFORCEMENT belongsToCategory LAW ENFORCEMENT,10.0,15
2360,LAW ENFORCEMENT,AI SYSTEM FOR EVIDENCE EVALUATION IN LAW ENFORCEMENT,AI SYSTEM FOR EVIDENCE EVALUATION IN LAW ENFORCEMENT belongsToCategory LAW ENFORCEMENT,10.0,15
2361,LAW ENFORCEMENT,AI SYSTEM FOR OFFENDING RISK ASSESSMENT,AI SYSTEM FOR OFFENDING RISK ASSESSMENT belongsToCategory LAW ENFORCEMENT,10.0,15
2362,LAW ENFORCEMENT,AI SYSTEM FOR LAW ENFORCEMENT PROFILING,AI SYSTEM FOR LAW ENFORCEMENT PROFILING belongsToCategory LAW ENFORCEMENT,10.0,15
2363,"MIGRATION, ASYLUM AND BORDER CONTROL MANAGEMENT",AI SYSTEM FOR MIGRATION POLYGRAPHS,"AI SYSTEM FOR MIGRATION POLYGRAPHS belongsToCategory MIGRATION, ASYLUM AND BORDER CONTROL MANAGEMENT",10.0,6
2364,"MIGRATION, ASYLUM AND BORDER CONTROL MANAGEMENT",AI SYSTEM FOR MIGRATION RISK ASSESSMENT,"AI SYSTEM FOR MIGRATION RISK ASSESSMENT belongsToCategory MIGRATION, ASYLUM AND BORDER CONTROL MANAGEMENT",10.0,6
1036,TESTING IN REAL-WORLD CONDITIONS,ARTICLE 57,Testing in real-world conditions is exempt from being classified as placing on the market provided it meets conditions in Article 57,10.0,10
1037,TESTING IN REAL-WORLD CONDITIONS,ARTICLE 60,Testing in real-world conditions is exempt from being classified as placing on the market provided it meets conditions in Article 60,10.0,10
2358,LAW ENFORCEMENT,AI SYSTEM FOR LAW ENFORCEMENT VICTIM ASSESSMENT,AI SYSTEM FOR LAW ENFORCEMENT VICTIM ASSESSMENT belongsToCategory LAW ENFORCEMENT,10.0,16
312,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,CYBERSECURITY PURPOSE,Remote biometric identification systems haveException if the purpose is purely for cybersecurity measures (Recital 54),10.0,18
292,HIGH-RISK USE CASE,PROFILING,High-risk AI systems involving PROFILING are alwaysClassifiedAs HIGH-RISK,10.0,7
298,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,HIGH-RISK AI SYSTEM,Remote biometric identification systems are alwaysClassifiedAs high-risk AI systems (Recital 54),10.0,175
300,BIOMETRIC CATEGORISATION SYSTEM,HIGH-RISK AI SYSTEM,Biometric categorisation systems are alwaysClassifiedAs high-risk AI systems (Recital 54),10.0,172
301,EMOTION RECOGNITION SYSTEM,HIGH-RISK AI SYSTEM,Emotion recognition systems are alwaysClassifiedAs high-risk AI systems (Recital 54),10.0,169
303,CRITICAL INFRASTRUCTURE SAFETY COMPONENT,HIGH-RISK AI SYSTEM,Critical infrastructure safety components are alwaysClassifiedAs high-risk AI systems (Recital 55),10.0,164
304,EDUCATION AND VOCATIONAL TRAINING AI SYSTEM,HIGH-RISK AI SYSTEM,Education and training AI systems are alwaysClassifiedAs high-risk AI systems (Recital 56),10.0,162
2157,EUROPEAN DATA PROTECTION SUPERVISOR,ADMINISTRATIVE FINE,European Data Protection Supervisor applies administrative fines to Union institutions,10.0,25
2007,EVALUATION OF AI SYSTEM CLASSIFICATION,ARTICLE 80,Evaluation of AI system classification is definedInArticle 80,10.0,4
2011,HARMONISED STANDARDS,ARTICLE 40,Harmonised standards definedInArticle 40,10.0,21
2014,PROVISIONAL MEASURE,ARTICLE 79,Provisional measure regulation definedInArticle 79,10.0,8
1749,PROVIDER,REAL-WORLD TESTING OBLIGATION,Provider is subjectTo obligations when conducting real-world testing of high-risk AI systems,10.0,171
1753,REAL-WORLD TESTING OBLIGATION,ARTICLE 5,Real-world testing remains subjectTo prohibitions in Article 5,10.0,35
1761,REAL-WORLD TESTING REGISTRATION,ARTICLE 49(4),"Registration for law enforcement, migration, asylum, and border control AI systems is definedInArticle 49(4)",10.0,5
1762,REAL-WORLD TESTING REGISTRATION,ARTICLE 49(5),Registration for Annex III point 2 AI systems is definedInArticle 49(5),10.0,6
452,POST-MARKET MONITORING,RECITAL 72,Post-market monitoring obligation is definedInArticle (Recital) 72,10.0,9
2006,NON-COMPLIANCE PROCEDURE,ARTICLE 79,Non-compliance procedure is definedInArticle 79,10.0,9
1843,ENISA,ADVISORY FORUM,ENISA is a permanent member of the advisory forum,10.0,18
1929,MARKET SURVEILLANCE AUTHORITY,MARKET SURVEILLANCE AND CONTROL,"Market surveillance authorities must conduct market surveillance and control, including annual reporting",10.0,90
457,BIOMETRIC IDENTIFICATION SYSTEM,ENHANCED HUMAN OVERSIGHT REQUIREMENT,Biometric identification systems are subjectTo enhanced human oversight requiring two-person verification,10.0,8
462,ACCURACY,RECITAL 74,Accuracy requirement is definedInArticle Recital 74,10.0,7
463,ROBUSTNESS,RECITAL 75,Robustness requirement is definedInArticle Recital 75,10.0,5
1766,PROVIDER,INFORMED CONSENT,Provider hasObligation to obtain informed consent from testing subjects per Article 61,10.0,168
1769,SERIOUS INCIDENT,ARTICLE 73,Serious incident reporting is definedInArticle 73,10.0,16
1793,MEMBER STATES,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,Member States designate representatives to the Board per Article 65(3),10.0,83
1771,PROVIDER,PROTECTION OF VULNERABLE GROUPS,Provider hasObligation to ensure protection of vulnerable groups during testing,10.0,164
1773,PROVIDER,RIGHT TO WITHDRAW,Provider hasObligation to respect the subjects' right to withdraw from testing without detriment,10.0,165
1776,SUBJECTS OF TESTING,RIGHT TO WITHDRAW,Subjects of testing have right to withdraw their informed consent at any time,10.0,3
1779,TESTING IN REAL WORLD CONDITIONS,INFORMED CONSENT,Testing in real-world conditions requires informed consent from subjects per Article 61,10.0,19
438,PROVIDER,POST MARKET MONITORING,Provider hasObligation to perform post market monitoring for high-risk AI systems,10.0,165
441,PROVIDER,UNION DATA PROTECTION LAW,Provider is subjectTo Union data protection law regarding personal data processing,10.0,164
450,INSTRUCTIONS FOR USE,RECITAL 73,Instructions for use requirements are definedInArticle (Recital) 73,10.0,10
1782,QUALITY MANAGEMENT SYSTEM,ARTICLE 63,Simplified compliance for microenterprises is definedInArticle 63,10.0,22
1770,PROVIDER,TESTING DURATION LIMIT,Provider is subjectTo testing duration limits for real world conditions,10.0,165
1646,MODEL EVALUATION,ARTICLE 55,Model evaluation is definedInArticle 55,10.0,11
1656,SERIOUS INCIDENT,SERIOUS INCIDENT REPORTING,Serious incident is the object of Serious incident reporting obligation,10.0,16
501,INTENDED PURPOSE MODIFICATION,PROVIDER,An entity that performs an Intended Purpose Modification is reclassified as a Provider,10.0,164
1672,COMMON RULES,ARTICLE 53,Common rules implement obligations provided for in Article 53,10.0,10
1673,COMMON RULES,ARTICLE 55,Common rules implement obligations provided for in Article 55,10.0,9
1697,NATIONAL COMPETENT AUTHORITY,SANDBOX REPORTING,National competent authority hasObligation to submit annual reports to the AI Office and the Board,10.0,50
1700,PROVIDER,LIABILITY FOR DAMAGE,Providers and prospective providers are subjectTo liability for damage under Union and national law during sandbox experimentation,10.0,165
489,PROVIDER,APPOINTMENT OF AUTHORISED REPRESENTATIVE,Provider hasObligation to appoint Authorised Representative if based in a third country,10.0,164
1617,TECHNICAL DOCUMENTATION OBLIGATION,ANNEX XI,Technical documentation obligation isBasedOn information set out in Annex XI,10.0,6
1618,INFORMATION DISCLOSURE OBLIGATION,ANNEX XII,Information disclosure obligation isBasedOn elements in Annex XII,10.0,6
522,BIOMETRIC DATA PROCESSING,ARTICLE 10 OF DIRECTIVE (EU) 2016/680,Biometric data processing is subjectTo requirements in Article 10 of Directive (EU) 2016/680,10.0,6
526,DEPLOYER,INSTRUCTIONS OF USE,Deployer hasObligation to use high-risk AI systems in accordance with the instructions of use,10.0,82
530,POST-REMOTE BIOMETRIC IDENTIFICATION SYSTEM,PROPORTIONALITY,Post-remote biometric identification systems are subjectTo requirements of proportionality and strict necessity,10.0,12
1622,CODE OF PRACTICE,ARTICLE 56,Code of Practice is definedInArticle 56,10.0,29
1626,AUTHORISED REPRESENTATIVE,AI OFFICE,Authorised representative cooperatesWith AI Office upon request and keeps documentation at its disposal,10.0,89
1629,AUTHORISED REPRESENTATIVE,ARTICLE 54,Authorised representative duties are definedInArticle 54,10.0,31
487,OPERATOR,HIGH-RISK AI SYSTEM,"**OPERATOR** and **HIGH-RISK AI SYSTEM**

Within the regulatory framework governing artificial intelligence, the **OPERATOR** plays a critical role in the lifecycle and oversight of a **HIGH-RISK AI SYSTEM**. Specifically, operators bear the responsibility of taking necessary corrective actions on any **HIGH-RISK AI SYSTEM** that has been made available on the market, ensuring that identified issues or non-conformities are addressed promptly and effectively.

Furthermore, these obligations are designed to maintain oversight and compliance throughout the AI supply chain. According to Recital 83, the **OPERATOR** is tasked with fulfilling specific duties to guarantee legal certainty across the entire value chain of a **HIGH-RISK AI SYSTEM**. By mandating these responsibilities, the regulatory framework ensures that the **OPERATOR** remains an accountable party, tasked with safeguarding the integrity and compliance of the **HIGH-RISK AI SYSTEM** once it enters the commercial sphere.",10.0,175
284,EXCLUSION CONDITION,NON-HIGH-RISK,Meeting an EXCLUSION CONDITION results in an AI system being classified as NON-HIGH-RISK,10.0,2
290,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,HIGH-RISK,REMOTE BIOMETRIC IDENTIFICATION SYSTEM is alwaysClassifiedAs HIGH-RISK due to inherent discriminatory risks,10.0,18
2029,FORMAL NON-COMPLIANCE,ARTICLE 83,Formal non-compliance procedures are definedInArticle 83,10.0,9
2035,MARKET SURVEILLANCE AUTHORITY,ARTICLE 83,Market surveillance authority enforces compliance obligations definedInArticle 83,10.0,95
1731,PERSONAL DATA PROCESSING IN SANDBOX,ARTICLE 59,Personal data processing conditions are definedInArticle 59,10.0,3
481,HIGH-RISK AI SYSTEM,CYBERSECURITY REQUIREMENT,"**HIGH-RISK AI SYSTEM** and **CYBERSECURITY REQUIREMENT**

**HIGH-RISK AI SYSTEMS** are subject to established **CYBERSECURITY REQUIREMENTS**, specifically those pertaining to products with digital elements. This ensures that these systems maintain a necessary standard of security throughout their lifecycle. 

In terms of compliance, there is a mechanism for streamlining the verification process: a **HIGH-RISK AI SYSTEM** may be presumed to be in conformity with the relevant **CYBERSECURITY REQUIREMENTS** if it has been certified under Regulation (EU) 2019/881 (the Cybersecurity Act). This certification serves as evidence that the system meets the necessary security benchmarks, thereby simplifying the regulatory adherence process for developers and operators.",10.0,162
482,PROVIDER,WRITTEN MANDATE,Provider established in a third country hasObligation to issue a written mandate to an authorised representative (Recital 82),10.0,165
1736,ARTICLE 60,REAL-WORLD TESTING PLAN,Article 60 mandates the creation and specification of the real-world testing plan,10.0,17
1641,PROVIDER OF GPAI MODELS WITH SYSTEMIC RISK,CYBERSECURITY PROTECTION,Provider hasObligation to ensure cybersecurity per Article 55(1)(d),10.0,12
1742,REAL-WORLD TESTING PLAN,ARTICLE 60,Real-world testing plan is definedInArticle 60,10.0,17
2001,HARMONISED STANDARDS,ARTICLE 40 AND 41,Harmonised standards and common specifications are definedInArticle 40 and 41,10.0,20
2040,TECHNICAL DOCUMENTATION,ARTICLE 83,Availability of technical documentation is definedInArticle 83,10.0,53
2041,DEPLOYER,RIGHT TO EXPLANATION,Deployer hasObligation to provide explanation to affected person (Article 86),10.0,83
2048,COMMISSION,CHAPTER V,Commission enforces obligations defined in CHAPTER V,10.0,81
2055,EUROPEAN COMMISSION,REQUEST FOR INFORMATION,Commission exercises power to issue a request for information to providers,10.0,87
1639,PROVIDER OF GPAI MODELS WITH SYSTEMIC RISK,SYSTEMIC RISK MITIGATION,Provider hasObligation to mitigate systemic risks per Article 55(1)(b),10.0,10
1640,PROVIDER OF GPAI MODELS WITH SYSTEMIC RISK,SERIOUS INCIDENT REPORTING,Provider hasObligation to report serious incidents to the AI Office per Article 55(1)(c),10.0,14
1737,HIGH-RISK AI SYSTEM,ARTICLE 60,Testing of high-risk AI systems in real-world conditions is definedInArticle 60,10.0,166
985,IMPORTER,ARTICLE 3,Importer is definedInArticle 3,10.0,32
986,DISTRIBUTOR,ARTICLE 3,Distributor is definedInArticle 3,10.0,24
987,OPERATOR,ARTICLE 3,Operator is definedInArticle 3,10.0,24
988,PERSONAL NON-PROFESSIONAL ACTIVITY EXCLUSION,ARTICLE 2,Personal non-professional activity exclusion is definedInArticle 2,10.0,19
989,WORKER RIGHTS PROTECTION CLAUSE,ARTICLE 2,Worker rights protection clause is definedInArticle 2,10.0,18
990,PRODUCT SAFETY AND CONSUMER PROTECTION RULES,ARTICLE 2,Product safety and consumer protection rules are definedInArticle 2,10.0,18
995,OPERATOR,PRODUCT MANUFACTURER,Operator includes Product Manufacturer as defined by the Regulation,10.0,26
1842,FUNDAMENTAL RIGHTS AGENCY,ADVISORY FORUM,The Fundamental Rights Agency is a permanent member of the advisory forum,10.0,15
1877,COMMISSION,EU DATABASE FOR HIGH-RISK AI SYSTEMS,Commission sets up and maintains the EU database,10.0,82
1878,PROVIDER,EU DATABASE DATA ENTRY OBLIGATION,Providers haveObligation to enter data listed in Sections A and B of Annex VIII into the EU database,10.0,166
1879,AUTHORISED REPRESENTATIVE,EU DATABASE DATA ENTRY OBLIGATION,Authorised representatives haveObligation to enter data into the EU database where applicable,10.0,30
1880,DEPLOYER,EU DATABASE DATA ENTRY OBLIGATION,Deployers who are public authorities haveObligation to enter Section C data into the EU database,10.0,83
2421,REGISTRATION OBLIGATION,ARTICLE 49(2),Registration for providers is definedInArticle 49(2),10.0,13
1845,EUROPEAN COMMITTEE FOR ELECTROTECHNICAL STANDARDIZATION,ADVISORY FORUM,CENELEC is a permanent member of the advisory forum,10.0,15
1849,EUROPEAN COMMISSION,SCIENTIFIC PANEL,Commission establishes the scientific panel via implementing act,10.0,103
1856,CENELEC,ADVISORY FORUM,CENELEC is a permanent member of the advisory forum,10.0,15
911,EUROPEAN COMMISSION,COMMISSION EVALUATION AND REVIEW,The European Commission has the obligation to conduct regular evaluations and reviews of the Regulation,10.0,84
2446,EURODAC,COMPARISON OF BIOMETRIC DATA,Eurodac fulfills the requirement of comparison of biometric data,10.0,6
2444,EUROPEAN TRAVEL INFORMATION AND AUTHORISATION SYSTEM,REGULATION (EU) 2018/1241,ETIAS is definedInArticle Regulation (EU) 2018/1241,10.0,3
2437,VISA INFORMATION SYSTEM,REGULATION (EU) 2021/1134,Visa Information System is regulatedBy Regulation (EU) 2021/1134,10.0,4
2436,VISA INFORMATION SYSTEM,REGULATION (EU) 2021/1133,Visa Information System is regulatedBy Regulation (EU) 2021/1133,10.0,4
959,AFFECTED PERSON,ARTICLE 2,Affected person is within the scope definedInArticle 2,10.0,19
948,EUROPEAN DATA PROTECTION BOARD,REGULATION (EU) 2018/1725,Consulted in accordance with Article 42(1) and (2) of Regulation (EU) 2018/1725,10.0,7
947,EUROPEAN DATA PROTECTION SUPERVISOR,REGULATION (EU) 2018/1725,Consulted in accordance with Article 42(1) and (2) of Regulation (EU) 2018/1725,10.0,20
984,AUTHORISED REPRESENTATIVE,ARTICLE 3,Authorised representative is definedInArticle 3,10.0,35
944,UNACCEPTABLE RISK,PROHIBITION OF CERTAIN AI PRACTICES,Unacceptable risk triggers the prohibition of certain AI practices,10.0,5
941,PENALTIES,APPLICATION DATE 2 AUGUST 2025,Provisions on penalties apply from 2 August 2025,10.0,4
938,ARTICLE 2,DISTRIBUTOR,Article 2 defines the scope of the regulation regarding distributors,10.0,33
1904,REPORTING OF SERIOUS INCIDENTS,PROMPT REPORTING,Reporting of serious incidents triggers immediate reporting upon establishment of causal link,10.0,6
55,INDEPENDENT SUPERVISORY AUTHORITIES,REGULATION (EU) 2016/679 (GDPR),Independent supervisory authorities enforce/monitor compliance with Regulation (EU) 2016/679,10.0,3
1881,EU DATABASE FOR HIGH-RISK AI SYSTEMS,ARTICLE 71,EU database is definedInArticle 71,10.0,11
2467,GENERAL-PURPOSE AI MODEL,COMPUTE METRIC,General-purpose AI model evaluation is based on computation usage metrics,10.0,48
983,DEPLOYER,ARTICLE 3,Deployer is definedInArticle 3,10.0,88
945,PROHIBITION OF CERTAIN AI PRACTICES,APPLICATION DATE 2 FEBRUARY 2025,Prohibitions apply from 2 February 2025,10.0,3
1958,MARKET SURVEILLANCE AUTHORITY,ARTICLE 76,Market surveillance authority has competences to ensure testing in real world conditions under Article 76,10.0,89
1966,NATIONAL PUBLIC AUTHORITY PROTECTING FUNDAMENTAL RIGHTS,CONFIDENTIALITY OBLIGATION,National public authority is subjectTo confidentiality obligations defined in Article 78,10.0,11
311,REMOTE BIOMETRIC IDENTIFICATION SYSTEM,BIOMETRIC VERIFICATION PURPOSE,Remote biometric identification systems haveException if the purpose is purely for biometric verification (Recital 54),10.0,17
418,DATA SETS,DATA GOVERNANCE,"Data sets for training, validation, and testing require the implementation of appropriate data governance",10.0,9
1844,EUROPEAN COMMITTEE FOR STANDARDIZATION,ADVISORY FORUM,CEN is a permanent member of the advisory forum,10.0,15
313,CRITICAL INFRASTRUCTURE SAFETY COMPONENT,CYBERSECURITY PURPOSE,Critical infrastructure safety components haveException if the purpose is purely for cybersecurity (Recital 55),10.0,7
1974,AUTHORITIES INVOLVED IN THE APPLICATION OF THE REGULATION,PROTECTION OF CONFIDENTIAL INFORMATION,Authorities involved in the application of the Regulation haveObligation to protect confidential information and data,10.0,3
1857,ETSI,ADVISORY FORUM,ETSI is a permanent member of the advisory forum,10.0,15
1985,MARKET SURVEILLANCE AUTHORITY,ARTICLE 74(8),Market surveillance authority is definedInArticle Article 74(8),10.0,90
1986,MARKET SURVEILLANCE AUTHORITY,ARTICLE 74(9),Market surveillance authority is definedInArticle Article 74(9),10.0,89
1799,AI OFFICE,ARTICLE 64,The AI Office and its functions are definedInArticle 64,10.0,63
1800,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 65,The Board's structure and establishment are definedInArticle 65,10.0,44
1806,MARKET SURVEILLANCE AUTHORITIES,ADMINISTRATIVE COOPERATION GROUP,The standing sub-group for market surveillance acts as the Administrative Cooperation Group (ADCO),10.0,5
1808,MICROENTERPRISES,ARTICLE 9 TO 15 AND 72 TO 73,Microenterprises are subjectTo requirements listed in these articles despite derogations for quality management,10.0,4
1811,EUROPEAN ARTIFICIAL INTELLIGENCE BOARD,ARTICLE 66,The tasks and mandate of the Board are definedInArticle 66,10.0,44
1833,ADVISORY FORUM,ARTICLE 67,The Advisory Forum is established and regulated by Article 67,10.0,17
1977,EVALUATION OF AI SYSTEM,ARTICLE 79,Evaluation of AI system is definedInArticle 79,10.0,9
391,PROVIDER,COMPLIANCE OBLIGATION,Provider hasObligation to comply with all applicable requirements of this Regulation and Union harmonisation legislation,10.0,168
392,HIGH-RISK AI SYSTEM,RISK-MANAGEMENT SYSTEM,"High-risk AI systems are subjectTo a continuous, iterative risk-management system throughout their lifecycle",10.0,165
399,RISK-MANAGEMENT SYSTEM,"HEALTH, SAFETY AND FUNDAMENTAL RIGHTS","Risk-management system aims at identifying and mitigating the relevant risks of AI systems on health, safety and fundamental rights",10.0,8
1860,IMPLEMENTING ACT,SCIENTIFIC PANEL,Scientific panel is establishedBy implementing act,10.0,28
1865,NATIONAL COMPETENT AUTHORITY,ARTICLE 70,National competent authorities are definedInArticle 70,10.0,50
1872,MEMBER STATES,RESOURCE PROVISION REQUIREMENT,Member States subjectTo the requirement to provide adequate resources to their national competent authorities,10.0,41
1907,PROVIDER,REPORTING OBLIGATION,Provider hasObligation to report serious incidents related to AI systems,10.0,178
1909,REPORTING OBLIGATION,SERIOUS INCIDENT,Reporting obligation is triggeredBy the occurrence of a serious incident,10.0,26
339,EVIDENCE RELIABILITY EVALUATION AI SYSTEM,HIGH RISK,Evidence reliability evaluation systems are classified as high-risk,10.0,19
1946,FINANCIAL INSTITUTION,NATIONAL COMPETENT AUTHORITY,National competent authorities for financial supervision act as the market surveillance authority for AI systems used by these institutions,10.0,56
1947,COURT OF JUSTICE OF THE EUROPEAN UNION,EUROPEAN DATA PROTECTION SUPERVISOR,The CJEU is exempt from oversight by the European Data Protection Supervisor when acting in its judicial capacity,10.0,20
1953,AI REGULATORY SANDBOX,ARTICLE 58,AI regulatory sandbox is definedInArticle 58,10.0,32
334,FRAUD DETECTION AI SYSTEM,FINANCIAL SERVICES FRAUD DETECTION EXCLUSION,Fraud detection systems are excluded from high-risk classification,10.0,2
335,CAPITAL REQUIREMENT CALCULATION AI SYSTEM,CAPITAL REQUIREMENT CALCULATION EXCLUSION,Capital requirement calculation systems are excluded from high-risk classification,10.0,2
336,EMERGENCY SERVICE AI SYSTEM,HIGH RISK,Emergency service AI systems are classified as high-risk due to critical impact on life and safety,10.0,20
337,VICTIM RISK ASSESSMENT AI SYSTEM,HIGH RISK,Law enforcement victim assessment systems are classified as high-risk,10.0,24
338,POLYGRAPH AI SYSTEM,HIGH RISK,Polygraphs used by law enforcement are classified as high-risk,10.0,19
1943,MARKET SURVEILLANCE AUTHORITY,ACCESS TO SOURCE CODE,"Market surveillance authorities are granted the power to request and enforce access to source code as part of their regulatory oversight responsibilities. This access is not unrestricted; rather, market surveillance authorities must provide a reasoned request, and the process is governed by specific conditions that dictate when and how such access is permitted. By combining the authority to request such information with the power to enforce these requests, market surveillance authorities ensure compliance and accountability within their jurisdiction regarding access to source code.",10.0,91
1464,HIGH-RISK AI SYSTEM,SECTION 2 OF CHAPTER II,High-risk AI systems are regulatedBy requirements in Section 2 of Chapter II,10.0,162
1470,ARTICLE 41,ARTICLE 10 OF REGULATION (EU) NO 1025/2012,Article 41 references Article 10 of Regulation (EU) No 1025/2012 as a condition for adopting common specifications,10.0,4
2086,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISK,SYSTEMIC RISK,GPAI models with systemic risk belongsToCategory systemic risk,10.0,32
2089,AI OFFICE,CODE OF CONDUCT,AI Office encourages and facilitates the drawing up of codes of conduct per Article 95,10.0,85
2092,COMMISSION,GUIDELINES,Commission hasObligation to develop guidelines for the practical implementation of the Regulation per Article 96,10.0,85
2093,GUIDELINES,ARTICLE 96,Guidelines are definedInArticle 96,10.0,11
2094,CODE OF CONDUCT,ARTICLE 95,Code of conduct is definedInArticle 95,10.0,24
1638,PROVIDER OF GPAI MODELS WITH SYSTEMIC RISK,MODEL EVALUATION,Provider hasObligation to perform model evaluation per Article 55(1)(a),10.0,14
1922,INVESTIGATION OBLIGATION,RISK ASSESSMENT,Investigation obligation requires the provider to perform a risk assessment,10.0,5
1923,INVESTIGATION OBLIGATION,CORRECTIVE ACTION,Investigation obligation requires the provider to perform corrective action,10.0,9
340,OFFENDING RISK ASSESSMENT AI SYSTEM,HIGH RISK,Offending risk assessment systems are classified as high-risk,10.0,19
341,LAW ENFORCEMENT PROFILING AI SYSTEM,HIGH RISK,Law enforcement profiling systems are classified as high-risk,10.0,19
2137,ARTICLE 5,PENALTIES FOR PROHIBITED PRACTICES,Non-compliance with prohibited practices definedInArticle 5 triggers penalties,10.0,31
214,REAL-TIME REMOTE BIOMETRIC IDENTIFICATION SYSTEM,ARTICLE 5,Use of real-time remote biometric identification systems is regulated by provisions in Article 5,10.0,60
221,BIOMETRIC CATEGORISATION SYSTEM,ARTICLE 5,Biometric categorisation systems are subjectTo prohibitions defined in Article 5(1),10.0,40
222,PROHIBITION OF BIOMETRIC DATA PROCESSING,ARTICLE 9(1) OF REGULATION (EU) 2016/679,Prohibition is definedInArticle 9(1) of Regulation (EU) 2016/679,10.0,4
1917,REPORTING OBLIGATION,ARTICLE 3(49)(B),Reporting obligation hasDeadline of 2 days when triggering a serious incident defined in Article 3(49)(b),10.0,16
351,HIGH-RISK AI SYSTEM,TRANSPARENCY OBLIGATION,High-risk systems are subjectTo transparency obligations,10.0,176
352,LAW ENFORCEMENT,HIGH-RISK AI SYSTEM,AI systems used in the law enforcement context are alwaysClassifiedAs high-risk AI systems,10.0,172
375,AI SYSTEM FOR ADMINISTRATION OF JUSTICE,HIGH RISK,AI systems for administration of justice are alwaysClassifiedAs high-risk due to potential impact on rule of law,10.0,21
377,AI SYSTEM FOR ANCILLARY ADMINISTRATIVE ACTIVITIES,HIGH RISK,AI systems for ancillary administrative activities isExemptFromHighRisk classification,10.0,19
378,AI SYSTEM FOR ELECTION OR REFERENDUM INFLUENCE,HIGH RISK,AI systems for influencing elections are alwaysClassifiedAs high-risk,10.0,21
381,PROVIDER,MANDATORY REQUIREMENTS,Provider hasObligation to comply with mandatory requirements for high-risk AI systems,10.0,166
385,ADMINISTRATION OF JUSTICE,HIGH RISK,The domain of administration of justice belongsToCategory high-risk systems due to potential impact on the rule of law (Recital 61).,10.0,20
1460,HARMONISED STANDARDS,"CHAPTER V, SECTIONS 2 AND 3","Harmonised Standards presumesConformity with obligations in Chapter V, Sections 2 and 3",10.0,22
387,AI SYSTEM FOR ADMINISTRATION OF JUSTICE,HUMAN OVERSIGHT,AI systems for administration of justice are subjectTo human oversight to ensure decision-making power remains human-driven (Recital 61).,10.0,13
228,AI SYSTEMS FOR PREDICTING CRIMINAL BEHAVIOUR,PROHIBITION OF PREDICTIVE RISK ASSESSMENTS,AI systems for predictive profiling are subjectTo a prohibition on predictive risk assessments,10.0,4
230,AI SYSTEMS CREATING FACIAL RECOGNITION DATABASES,PROHIBITION OF FACIAL RECOGNITION SCRAPING,Systems creating facial databases are subjectTo a prohibition of facial recognition scraping,10.0,3
232,RISK ANALYTICS AI SYSTEMS,EXCLUSION FOR RISK ANALYTICS,"Risk analytics AI systems, such as those utilized for financial fraud detection, may qualify for an exemption from being classified as high-risk systems. Specifically, under the exclusion for risk analytics, these systems are deemed ""isExemptFromHighRisk"" provided they do not employ personal profiling. Consequently, when these conditions are met, such risk analytics AI systems fulfill the criteria necessary to qualify for the exclusion condition.",10.0,3
236,DENMARK,PROTOCOL NO 22,Denmark's legal status is definedInArticle Protocol No 22,10.0,3
241,AI SYSTEM FOR EMOTION RECOGNITION,PROHIBITION OF EMOTION RECOGNITION AI,AI systems for emotion recognition are subjectTo prohibition in workplace and education contexts,10.0,5
599,SYSTEMIC RISK,SYSTEMIC RISK THRESHOLD,"Systemic risks are determined based on the systemic risk threshold criteria, including autonomy and potential for misuse",10.0,18
611,RECITAL 111,GENERAL-PURPOSE AI MODEL WITH SYSTEMIC RISKS,definedInArticle,10.0,10
386,DEMOCRATIC PROCESSES,HIGH RISK,The domain of democratic processes belongsToCategory high-risk systems due to potential adverse effects on democracy (Recital 62).,10.0,19
2125,MEMBER STATES,PENALTIES FOR MISLEADING INFORMATION,Member States are required to implement and enforce penalties for misleading information defined in Article 99,10.0,45
2128,PENALTIES FOR PROHIBITED PRACTICES,ARTICLE 99,Penalties for prohibited practices definedInArticle 99,10.0,11
2129,PENALTIES FOR GENERAL NON-COMPLIANCE,ARTICLE 99,Penalties for general non-compliance definedInArticle 99,10.0,21
2130,PENALTIES FOR MISLEADING INFORMATION,ARTICLE 99,Penalties for misleading information definedInArticle 99,10.0,12
2134,MEMBER STATES,PENALTIES IMPLEMENTATION OBLIGATION,Member States haveObligation to define and notify the Commission of penalty rules per Article 99(1) and (2),10.0,42
2,COUNCIL OF THE EUROPEAN UNION,REGULATION (EU) 2024/1689,Council of the European Union adopted Regulation (EU) 2024/1689,10.0,8
2163,ADMINISTRATIVE FINES,ARTICLE 5,Administrative fines related to Article 5 prohibitions are definedInArticle 5,10.0,35
223,PROHIBITION OF BIOMETRIC DATA PROCESSING,ARTICLE 10(1) OF REGULATION (EU) 2018/1725,Prohibition is definedInArticle 10(1) of Regulation (EU) 2018/1725,10.0,3
