id,entity_name,entity_type,description,frequency,degree
817,OBLIGATION TO ESTABLISH RISK MANAGEMENT SYSTEM,OBLIGATION,"Duty of the provider to establish, implement, document, and maintain a risk management system for high-risk AI systems throughout their lifecycle per Article 9(1)",1,1
255,PRACTICAL IMPLEMENTATION GUIDELINES,OBLIGATION,"Commission-issued guidance intended to provide further clarity on the practical implementation of exclusion conditions, including a comprehensive list of high-risk vs. non-high-risk use cases.",1,1
785,NARROW PROCEDURAL TASK,EXCLUSIONCONDITION,Condition where an AI system performs a narrow procedural task and is therefore potentially not high-risk despite Annex III listing,1,1
786,IMPROVEMENT OF PREVIOUS HUMAN ACTIVITY,EXCLUSIONCONDITION,"Condition where an AI system is intended to improve the result of a previously completed human activity, potentially exempting it from high-risk classification",1,1
787,DETECTION OF PATTERNS,EXCLUSIONCONDITION,"Condition where an AI system detects decision-making patterns without replacing/influencing human assessment, potentially exempting it from high-risk classification",1,1
788,PREPARATORY TASK,EXCLUSIONCONDITION,"Condition where an AI system performs a preparatory task for an assessment relevant to Annex III use cases, potentially exempting it from high-risk classification",1,1
789,PROFILING OF NATURAL PERSONS,CLASSIFICATIONRULE,"Rule stating that if an AI system performs profiling, it shall always be considered high-risk, regardless of other exemption conditions",1,1
793,THIRD-PARTY CONFORMITY ASSESSMENT,OBLIGATION,A requirement for products or AI systems acting as safety components under Annex I to undergo assessment by a third party prior to market placement,1,1
797,GUIDELINES ON PRACTICAL IMPLEMENTATION,OBLIGATION,"Commission must provide guidelines specifying the practical implementation of Article 49 by 2 February 2026, including a list of examples of high-risk and non-high-risk AI systems",2,1
800,ARTICLE 7,ARTICLE,"Article 7 is the section of the regulation that governs the amendment of Annex III, specifically outlining the procedures and criteria that the Commission must follow when modifying the list of high-risk AI systems contained therein.",3,1
213,CUSTOMS AUTHORITIES,ACTOR,"Public authorities that use risk analytic tools for predicting the localisation of narcotics or illicit goods, which are excluded from the general prohibition on risk assessment systems.",1,1
214,AI SYSTEM FOR EMOTION RECOGNITION,AISYSTEM,"AI systems intended to identify or infer emotions or intentions of natural persons on the basis of biometric data, specifically in the workplace or education sectors",1,1
218,EXCLUSION FOR MEDICAL OR SAFETY PURPOSES,EXCLUSIONCONDITION,"The ""EXCLUSION FOR MEDICAL OR SAFETY PURPOSES"" refers to a specific exception within regulatory frameworks concerning the use of emotion recognition AI. Under this provision, systems that are placed on the market strictly for medical or safety reasons are exempt from the general prohibition against emotion recognition AI. One prominent example of a permissible application under this exclusion is the use of such technology for therapeutic purposes, as outlined in Recital 44. Consequently, while emotion recognition AI faces broad regulatory restrictions, these limitations do not apply when the technology is deployed for legitimate medical or safety-related functions.",2,1
219,RECITAL 44,ARTICLE,Recital discussing the risks of emotion recognition AI and the prohibition in workplace and education contexts,2,1
818,OBLIGATION TO TEST,OBLIGATION,Duty of the provider to test high-risk AI systems for compliance and appropriate risk management measures prior to market placement per Article 9(6)-(8),1,1
821,DATA BIAS MITIGATION,REQUIREMENT,"Specific measures to detect, prevent, and mitigate biases that could affect health, safety, or fundamental rights, as mandated by Article 10(2)(g)",1,1
822,TECHNICAL LIMITATIONS,REQUIREMENT,"Safeguard condition for processing special categories of personal data, including re-use restrictions and security measures",1,1
827,AUTOMATIC LOGGING,REQUIREMENT,"**AUTOMATIC LOGGING** refers to the essential technical capability integrated into high-risk AI systems to systematically record events throughout the entire duration of the system's operational lifetime. As mandated by Article 12(1), this feature is a critical compliance requirement designed to ensure comprehensive traceability, allowing for the auditing and monitoring of the system's performance and decision-making processes over time.",2,1
828,RECORDS OF PROCESSING ACTIVITIES,REQUIREMENT,Documentation of processing activities which must include the reasons why the processing of special categories of personal data was strictly necessary,1,1
829,HIGH-RISK AI SYSTEM NOT USING TRAINING,AISYSTEM,"A high-risk AI system that does not involve techniques using the training of AI models, for which obligations regarding data processing apply only to testing data sets",1,1
830,TESTING DATA SETS,REQUIREMENT,The specific data scope to which obligations apply for high-risk AI systems that do not use model training techniques,1,1
834,ANNEX III POINT 1(A),ANNEXIIICATEGORY,A specific sub-category of high-risk AI systems identified in Annex III that triggers additional minimum logging requirements under Article 12(3),1,1
809,ARTICLE 7(3),ARTICLE,"Article 7(3) is a provision that empowers the European Commission to adopt delegated acts for the purpose of removing specific high-risk AI systems from the scope of Annex III, provided that certain conditions are met. This mechanism allows for the flexibility to adjust the classification of high-risk AI systems as the regulatory landscape and technology evolve.",2,1
813,RISK ESTIMATION AND EVALUATION,REQUIREMENT,"The process of estimating and evaluating risks when the system is used as intended or under reasonably foreseeable misuse, as required by Article 9(2)(b)",1,1
224,EDUCATION CATEGORY,ANNEXIIICATEGORY,Use case domain involving the access and assignment to educational and vocational training institutions (Recital 44),1,1
225,REGULATION 2017/745,ARTICLE,Union harmonisation legislation applicable to medical devices that may apply to products with high-risk AI (Recital 46),1,1
212,PROTOCOL NO 22,ARTICLE,"Protocol attached to the TEU and TFEU regarding the position of Denmark, which creates an exclusion condition for the application of specific AI Act provisions.",1,1
624,INTERNAL GOVERNANCE AND RISK MANAGEMENT,REQUIREMENT,Rules applicable to financial institutions which the AI Act seeks to integrate with to ensure coherence,1,1
625,MARKET SURVEILLANCE,OBLIGATION,"The duty to supervise the implementation of the AI Act, including ex post monitoring of AI systems",1,1
626,LIMITATION DEROGATIONS,EXCLUSIONCONDITION,Provisions to avoid overlaps by integrating quality management system and monitoring obligations of the AI Act into existing procedures under financial services law for credit/insurance institutions,1,1
627,"LAW ENFORCEMENT, MIGRATION, ASYLUM AND BORDER CONTROL",ANNEXIIICATEGORY,High-risk AI use case domains involving sensitive public sector activities,1,1
629,DIRECTIVE 2013/36/EU,ARTICLE,"Directive 2013/36/EU, also known as the Capital Requirements Directive (CRD IV), is a key piece of European Union legislation that governs the access to the activity of credit institutions and the prudential supervision of both credit institutions and investment firms. Specifically, Recital 49 of the directive emphasizes the fundamental importance of robust supervisory frameworks to maintain financial stability and market integrity.

In the contemporary regulatory landscape, Directive 2013/36/EU is increasingly integrated with the obligations set forth by the Artificial Intelligence (AI) Act. This intersection creates a comprehensive regulatory framework for financial institutions that deploy AI technologies. Under this combined approach, credit institutions and investment firms are required to align their existing prudential risk management protocols with new AI-specific mandates. This includes establishing rigorous risk management systems, maintaining ongoing post-marketing monitoring of AI models, and fulfilling detailed documentation requirements to ensure transparency, accountability, and safety in AI operations. By synthesizing these directives, the regulatory environment ensures that the integration of AI within the financial sector does not compromise the prudential supervision standards established by Directive 2013/36/EU.",3,1
630,COUNCIL REGULATION (EU) NO 1024/2013,ARTICLE,"Council Regulation (EU) No 1024/2013 is a foundational legislative act that establishes the legal framework for the Single Supervisory Mechanism (SSM). This regulation is instrumental in European financial oversight, as it confers specific, critical tasks upon the European Central Bank (ECB) regarding the prudential supervision of credit institutions within the European Union. By centralizing these supervisory powers, the regulation aims to ensure the safety and soundness of the banking system and enhance financial stability across the participating member states.",3,1
631,POST-MARKETING MONITORING,REQUIREMENT,A procedural obligation for providers to track the performance and risks of AI systems after they are placed on the market,1,1
607,POST-MARKET MONITORING OBLIGATION,OBLIGATION,The duty for all providers of high-risk AI systems to maintain a post-market monitoring system to allow for system improvement and corrective action.,1,1
288,CAPITAL REQUIREMENT CALCULATION AI SYSTEM,AISYSTEM,AI systems used for prudential purposes to calculate credit institutions’ and insurance undertakings’ capital requirements,1,1
289,CAPITAL REQUIREMENT CALCULATION EXCLUSION,EXCLUSIONCONDITION,Condition under which capital requirement calculation systems are not classified as high-risk under this Regulation,1,1
293,POLYGRAPH AI SYSTEM,AISYSTEM,Polygraphs and similar tools used by or on behalf of law enforcement for risk assessment,1,1
294,EVIDENCE RELIABILITY EVALUATION AI SYSTEM,AISYSTEM,AI systems used for the evaluation of the reliability of evidence in the course of investigation or prosecution of criminal offences,1,1
295,OFFENDING RISK ASSESSMENT AI SYSTEM,AISYSTEM,AI systems used by law enforcement to assess the risk of a natural person offending or reoffending,1,1
296,LAW ENFORCEMENT PROFILING AI SYSTEM,AISYSTEM,"AI systems used for profiling in the course of detection, investigation, or prosecution of criminal offences",1,1
297,TAX AND CUSTOMS ADMINISTRATIVE AI SYSTEM,AISYSTEM,AI systems used specifically for administrative proceedings by tax and customs authorities,1,1
608,EXEMPTION FROM POST-MARKET MONITORING,EXCLUSIONCONDITION,"An exemption applied to post-market monitoring activities, stating that monitoring should not cover sensitive operational data of deployers that are law enforcement authorities.",1,1
587,STANDARDISATION DEVELOPMENT PROCESSES,OBLIGATION,Member States are required to facilitate the participation of SMEs and other relevant stakeholders in these processes,1,1
590,MICROENTERPRISE,ACTOR,"A **microenterprise** is a specific category of small business entity recognized for its size and operational scale. These businesses are eligible for simplified fulfillment procedures regarding their quality management systems. Specifically, under Article 63, a microenterprise is granted the ability to comply with quality management system obligations in a simplified manner. This regulatory approach is designed to ensure proportionality, particularly regarding the costs associated with innovation, allowing these very small operators to maintain necessary quality standards without being unduly burdened by the administrative requirements that might apply to larger organizations.",3,1
591,CONFORMITY ASSESSMENT FEES,OBLIGATION,"Fees charged by notified bodies for conformity assessments, which must account for the specific interests of SME providers",1,1
593,GUIDELINES FOR QUALITY MANAGEMENT SYSTEM,OBLIGATION,The obligation for the Commission to develop specific guidelines detailing how microenterprises can fulfill quality management system requirements in a simplified manner,1,1
597,TRANSLATION COSTS,OBLIGATION,A significant cost factor for operators; Member States should facilitate the use of widely understood languages for documentation and communication to mitigate this,1,1
864,ARTICLE 48,ARTICLE,Article defining the requirements for affixing the CE marking.,1,1
865,ARTICLE 49(1),ARTICLE,Article 49(1) delineates the registration obligations specifically applicable to providers of high-risk AI systems. This article establishes the regulatory requirements that these providers must adhere to concerning the registration of their high-risk AI systems.,2,1
868,DATA MANAGEMENT,REQUIREMENT,"Procedures for data acquisition, collection, analysis, labelling, storage, filtration, mining, aggregation, and retention for high-risk AI systems.",1,1
871,INTERNAL GOVERNANCE ARRANGEMENTS,REQUIREMENT,Rules and processes under Union financial services law that allow financial institutions to fulfill quality management system obligations as per Article 17(4).,1,1
839,PERFORMANCE CHARACTERISTICS,REQUIREMENT,"Mandatory information regarding the AI system's intended purpose, accuracy, robustness, cybersecurity, and limitations that must be included in the instructions for use per Article 13(3)(b)",1,1
845,TECHNICAL REDUNDANCY SOLUTIONS,REQUIREMENT,"Measures such as backup or fail-safe plans used to achieve the robustness of high-risk AI systems, as per Article 15(4)",1,1
846,TECHNICAL SOLUTIONS FOR CYBERSECURITY,REQUIREMENT,"Specific measures to prevent, detect, respond to, and resolve attacks like data poisoning, model poisoning, and adversarial examples, as per Article 15(5)",1,1
208,EXCLUSION FOR RISK ANALYTICS,EXCLUSIONCONDITION,"Exemption for AI systems assessing likelihood of financial fraud or narcotics trafficking, provided they are not based on personal profiling.",1,1
209,HUMAN ASSESSMENT,REQUIREMENT,Essential requirement for risk assessments involving natural persons to ensure they are not judged solely on AI-predicted behavior.,1,1
210,TFEU,ARTICLE,"The Treaty on the Functioning of the European Union (TFEU) serves as a primary pillar of the European Union’s legal architecture. As a foundational document, it establishes the legal framework governing various critical functions of the EU, including the judicial review of decisions made by the European Commission. Specifically, the TFEU empowers the Court of Justice of the European Union to oversee and adjudicate upon these Commission decisions, ensuring legal compliance and institutional accountability.

Furthermore, the TFEU provides the essential legal structure for the Union’s internal security and justice policies. This is most notably articulated in Title V of Part Three of the treaty. Specifically, Chapters 4 and 5 of this title outline the parameters for police and judicial cooperation in criminal matters among member states. Through these provisions, the TFEU facilitates cross-border collaboration, harmonizes aspects of criminal justice, and establishes mechanisms for mutual recognition and assistance, thereby creating a unified approach to fighting crime and ensuring justice across the European Union.",2,1
879,ARTICLE 23,ARTICLE,**ARTICLE 23** serves as a regulatory provision that outlines and defines the specific obligations required of importers. It establishes the mandatory responsibilities and duties that importers must adhere to within the context of the relevant framework.,2,1
880,ARTICLE 12(1),ARTICLE,Article regarding automatic logging capabilities for high-risk AI systems which the authorised representative must provide access to.,1,1
883,ARTICLE 22(1),ARTICLE,Refers to the requirement for the provider to appoint an authorised representative,1,1
884,ARTICLE 23(3),ARTICLE,Specifies obligations of the importer regarding labeling and contact information,1,1
891,IMPORTER OBLIGATION: IDENTIFICATION LABELING,OBLIGATION,"Importers must indicate their name, registered trade name/mark, and contact address on the high-risk AI system, packaging, or documentation",1,1
892,CONFORMITY REQUIREMENTS,REQUIREMENT,The specific technical and organizational requirements set out in Section 2 that high-risk AI systems must meet,1,1
223,WORKPLACE CATEGORY,ANNEXIIICATEGORY,Use case domain involving the management and monitoring of employees (Recital 44),1,1
848,COMPLIANCE WITH SECTION 2 REQUIREMENTS,OBLIGATION,Providers must ensure their high-risk AI systems comply with the requirements set out in Section 2 of the AI Act (Article 16(a)).,1,1
855,ARTICLE 17,ARTICLE,"**ARTICLE 17** details the necessary requirements for the implementation and maintenance of a quality management system. Specifically, it establishes the regulatory framework and operational standards that providers of high-risk AI systems must adhere to, ensuring these systems meet established quality and safety benchmarks throughout their lifecycle.",3,1
856,DESIGN CONTROL,REQUIREMENT,"Techniques and procedures for design, verification, and control of the high-risk AI system (Article 17(2)(b)).",1,1
857,DEVELOPMENT AND QUALITY CONTROL,REQUIREMENT,"Techniques and procedures for development, quality control, and assurance of the high-risk AI system (Article 17(2)(c)).",1,1
858,EXAMINATION AND VALIDATION PROCEDURES,REQUIREMENT,Procedures for testing and validation carried out at different stages of the AI system lifecycle (Article 17(2)(d)).,1,1
859,TECHNICAL SPECIFICATIONS,REQUIREMENT,"Technical standards to be applied, including harmonised standards, ensuring compliance with Section 2 requirements (Article 17(2)(e)).",1,1
860,DATA MANAGEMENT SYSTEM,REQUIREMENT,"Procedures including data acquisition, collection, labelling, storage, and mining, performed before placing on the market (Article 17(2)(f)).",1,1
299,FINANCIAL INTELLIGENCE ADMINISTRATIVE AI SYSTEM,AISYSTEM,AI systems used by financial intelligence units carrying out administrative tasks analyzing information under anti-money laundering law,1,1
301,PERFORMANCE,REQUIREMENT,Technical requirement for AI systems to operate effectively and reliably,1,1
600,RECITALS 144-148,ARTICLE,"Specific recitals in the Regulation providing context on innovation, support measures for SMEs, and implementation",1,1
604,EUROHPC JOINT UNDERTAKING,ACTOR,"A Union-level structure providing high-performance computing resources, utilized to build AI expertise and capabilities",1,1
606,PROVIDER OF HIGH-RISK AI SYSTEMS,ACTOR,"Legal or natural person responsible for placing high-risk AI systems on the market, required to implement post-market monitoring systems.",1,1
564,ARTICLE 16(1),ARTICLE,Provision in Regulation (EU) 2022/2065 regarding the notification of illegal content (Recital 136),1,1
573,COMMON RULES FOR AI REGULATORY SANDBOXES,REQUIREMENT,A unified framework for the implementation and operation of sandboxes across the Union,1,1
574,COMPETENT MARKET SURVEILLANCE AUTHORITY,AUTHORITY,Specific authority to whom real-world testing plans must be submitted,1,1
579,ARTICLE 9(2),ARTICLE,"**ARTICLE 9(2)** serves as a critical legal reference point within regulatory frameworks, addressing two primary domains: the governance of personal data usage and the management of risks associated with Artificial Intelligence (AI) systems. In its capacity regarding data protection, Article 9(2) outlines the specific legal bases and conditions under which the processing of personal data is permissible. Simultaneously, in the context of AI governance, Article 9(2) functions as a crucial reference for identifying and mitigating potential threats to health, safety, and fundamental rights that may arise from the deployment and operation of AI systems. Together, these provisions ensure that both data-driven processes and AI technologies are developed and utilized in a manner that remains compliant with legal standards and protects the well-being and rights of individuals.",2,1
583,MITIGATION OF SIGNIFICANT RISKS,OBLIGATION,"Duty of providers in sandboxes to act expeditiously and in good faith to mitigate risks to safety, health, and fundamental rights",1,1
584,EFFECTIVE OVERSIGHT,REQUIREMENT,A mandatory requirement for competent personnel to be involved in real-world testing to ensure proper supervision,1,1
901,MONITORING OF SYSTEM OPERATION,OBLIGATION,The deployer's duty to monitor the AI system based on the manufacturer's instructions,1,1
902,SUSPENSION OF USE,OBLIGATION,The requirement for a deployer to stop using a system if it presents a risk within the meaning of Article 79(1),1,1
905,WORKER INFORMATION OBLIGATION,OBLIGATION,Employers deploying high-risk AI systems at the workplace must inform workers' representatives and affected workers about the use of the system before putting it into service.,1,1
910,WORKERS' REPRESENTATIVES,ACTOR,Entities representing workers who must be informed by employers before the deployment of a high-risk AI system in the workplace per Article 26/requirements.,1,1
911,AFFECTED WORKERS,ACTOR,Workers who are directly subject to the use of a high-risk AI system in the workplace and must be informed by their employer.,1,1
876,ARTICLE 21,ARTICLE,"Specifies requirements for cooperation with competent authorities, including documentation and log provision",1,1
878,MANDATE,OBLIGATION,"The legal instrument establishing the relationship between the provider and the authorised representative, empowering the representative to perform specific tasks.",1,1
304,RECITAL 59,ARTICLE,Recital in the EU AI Act providing context on the high-risk classification of law enforcement AI systems,1,1
305,"UNION INSTITUTIONS, BODIES, OFFICES, OR AGENCIES",ACTOR,Entities that may use or support law enforcement authorities in using AI systems for law enforcement purposes,1,1
306,FINANCIAL INTELLIGENCE UNIT,ACTOR,Units carrying out administrative tasks analyzing information pursuant to Union anti-money laundering law,1,1
307,TAX AND CUSTOMS AUTHORITY,ACTOR,"Authorities responsible for tax and customs, using AI for administrative proceedings",1,1
308,HIGH-QUALITY DATA,REQUIREMENT,A technical requirement for training AI systems to avoid discriminatory or incorrect outcomes,1,1
311,CRITICAL SITUATIONS,CLASSIFICATIONRULE,"Criterion regarding decisions made in critical situations for life, health, and property, used to justify high-risk classification",1,1
316,ACCURACY REQUIREMENT,REQUIREMENT,"Requirement for AI systems in migration, asylum, and border control to be accurate to guarantee fundamental rights.",1,1
317,TRANSPARENCY REQUIREMENT,REQUIREMENT,"Requirement for AI systems in migration, asylum, and border control to be transparent to guarantee fundamental rights.",1,1
318,"MIGRATION, ASYLUM AND BORDER CONTROL",ANNEXIIICATEGORY,"The domain of **MIGRATION, ASYLUM AND BORDER CONTROL** is classified as a high-risk area regarding the deployment of artificial intelligence. Within this sector, AI systems are subject to strict scrutiny when utilized for critical tasks such as risk assessment, the examination of immigration or asylum applications, and the use of polygraph testing. Because these applications directly impact individual rights and legal statuses, these systems must adhere to rigorous standards to ensure fairness, transparency, and accountability.",2,1
204,AI SYSTEMS CREATING FACIAL RECOGNITION DATABASES,AISYSTEM,"Systems that create or expand databases through untargeted scraping of facial images from the internet or CCTV, prohibited under Recital 43.",1,1
205,AI SYSTEMS FOR EMOTION INFERENCE,AISYSTEM,Systems that identify or infer emotions of natural persons; criticized for lack of reliability and potential for discrimination per Recital 44.,1,1
912,ADMINISTRATIVE AUTHORITY,AUTHORITY,"The ADMINISTRATIVE AUTHORITY functions as a regulatory body tasked with the oversight and governance of post-remote biometric identification systems. As an administrative entity, it holds the power to issue binding decisions regarding the authorization of these systems. Furthermore, the actions and decisions made by the ADMINISTRATIVE AUTHORITY are subject to judicial review, ensuring that its regulatory processes remain accountable and legally compliant.",2,1
895,THIRD PARTY SUPPLIER,ACTOR,"Entity that supplies AI systems, tools, services, components, or processes used or integrated into a high-risk AI system",1,1
896,INPUT DATA RELEVANCE,REQUIREMENT,"The ""INPUT DATA RELEVANCE"" requirement establishes a specific responsibility for AI deployers. Under this obligation, deployers are mandated to ensure that the input data utilized by an AI system is both relevant and representative of the context in which the AI is intended to operate. This requirement, however, is conditional: it applies specifically to those instances where the deployer exercises control over the selection or processing of the input data. In essence, whenever a deployer has the authority to influence or determine the input data, they are accountable for ensuring that such data aligns with the system's intended purpose and overarching functional objectives.",2,1
900,THIRD PARTY,ACTOR,"Entity that supplies tools, services, components, or processes integrated into a high-risk AI system",1,1
599,HORIZON EUROPE,ACTOR,A Union funding programme and project that should contribute to the objectives of this Regulation,1,1
920,ARTICLE 28,ARTICLE,"**ARTICLE 28** serves as the regulatory framework establishing the duties, operational requirements, and specific roles of Notifying Authorities. This article defines the fundamental responsibilities that these authorities must uphold to ensure compliance and proper functioning within their designated regulatory scope. It outlines not only the obligations required of these entities but also sets the operational standards they must meet to effectively fulfill their oversight and notification mandates.",2,1
921,TEMPLATE QUESTIONNAIRE,REQUIREMENT,A tool/template developed by the AI Office to help deployers comply with fundamental rights impact assessment obligations,1,1
923,ARTICLE 27 OF DIRECTIVE (EU) 2016/680,ARTICLE,Article governing data protection impact assessments under the Law Enforcement Directive,1,1
924,COMPETENT PERSONS,ACTOR,"Persons within a notifying authority who make notification decisions, distinct from those who assessed the conformity assessment bodies",1,1
929,NOTIFICATION PROCEDURE,OBLIGATION,"The process by which a notifying authority informs the Commission and Member States of a qualified conformity assessment body, as per Article 30",1,1
930,SEGREGATION OF DUTIES,REQUIREMENT,"Operational requirement mandating that decisions relating to the notification of conformity assessment bodies be taken by different persons than those who carried out the assessment, as per Article 29(4)",1,1
931,PROHIBITION OF CONSULTANCY,OBLIGATION,"Notifying authorities are prohibited from performing activities that conformity assessment bodies perform or providing consultancy services on a commercial or competitive basis, as per Article 29(5)",1,1
932,CONFIDENTIALITY REQUIREMENT,REQUIREMENT,"Obligation for notifying authorities to safeguard the confidentiality of information obtained, in accordance with Article 78, as per Article 29(6)",1,1
933,COMPETENT PERSONNEL REQUIREMENT,REQUIREMENT,"Requirement for notifying authorities to maintain an adequate number of competent personnel with expertise in information technologies, AI, law, and fundamental rights, as per Article 29(7)",1,1
198,PROHIBITION DECISIONS,OBLIGATION,Decisions made by national data protection authorities to stop the use of remote biometric identification for non-law enforcement purposes,1,1
199,ARTICLE 10(1) OF REGULATION (EU) 2018/1725,ARTICLE,"EU regulation provision prohibiting the processing of biometric data for non-law enforcement purposes, subject to limited exceptions",1,1
200,CHAPTER 4 OR CHAPTER 5 OF TITLE V OF PART THREE OF THE TFEU,ARTICLE,Legal framework defining areas of police cooperation and judicial cooperation in criminal matters where Ireland has specific positionings regarding the AI Act,1,1
585,REVERSIBILITY OF AI OUTPUTS,REQUIREMENT,"A safeguard ensuring that predictions, recommendations, or decisions of an AI system can be effectively reversed and disregarded",1,1
586,DATA TRANSFER SAFEGUARDS,REQUIREMENT,"Mandatory protocols for transferring data collected for real-world testing to third countries, ensuring compliance with Union law on data protection and Regulations (EU) 2022/868 and (EU) 2023/2854",1,1
556,DEEP FAKES,AISYSTEM,"Content generated or manipulated by AI that appreciably resembles existing persons, objects, places, entities or events, falsely appearing authentic",1,1
558,EXCLUSION FOR ASSISTIVE FUNCTIONS,EXCLUSIONCONDITION,Exemption from labeling obligations for AI systems performing primarily assistive functions for standard editing or not substantially altering input/semantics,1,1
538,PHYSICAL CE MARKING,OBLIGATION,A physical marking affixed to high-risk AI systems embedded in a product to indicate conformity with the Regulation,1,1
539,DIGITAL CE MARKING,OBLIGATION,A digital representation of the CE marking used for high-risk AI systems provided digitally or as a supplement to physical marking,1,1
540,ARTICLE R23 OF ANNEX I TO DECISION 768/2008/EC,ARTICLE,Reference to the legal basis for the electronic notification tool used by national competent authorities,1,1
544,EXCEPTIONAL PUBLIC SECURITY AUTHORISATION,OBLIGATION,"Market surveillance authorities may authorise the placing on the market or putting into service of AI systems that have not undergone conformity assessment for reasons of public security, protection of life/health, environmental protection, or protection of key assets",1,1
546,INTERACTIVE/GENERATIVE AI SYSTEMS,AISYSTEM,AI systems intended to interact with natural persons or generate content; they are subject to transparency obligations regardless of their high-risk status,1,1
547,AI SYSTEM INTERACTING WITH NATURAL PERSONS,AISYSTEM,"AI systems interacting with natural persons are defined as technologies engineered to engage directly with human users or to generate content for their consumption. Due to the inherent potential for impersonation or deception, these systems are subject to strict transparency obligations. Specifically, such AI systems must clearly disclose their identity, ensuring that natural persons are fully aware they are interacting with an artificial intelligence rather than another human being. These requirements are in place to mitigate risks associated with deceptive practices and to uphold ethical standards regarding human-AI interaction.",2,1
548,BIOMETRIC DATA PROCESSING AI,AISYSTEM,"AI systems that process biometric data to identify/infer emotions, intentions, or specific categories (sex, age, etc.) of natural persons, triggering notification obligations.",1,1
551,DEEPFAKE DISCLOSURE OBLIGATION,OBLIGATION,"Requirement for deployers to clearly disclose that image, audio, or video content (deepfakes) has been artificially created or manipulated.",1,1
554,ASSISTIVE FUNCTION AI,AISYSTEM,"AI systems performing primarily assistive functions for standard editing, which are exempt from the marking obligation to remain proportionate.",1,1
942,IMPARTIALITY REQUIREMENT,REQUIREMENT,"The duty of notified bodies to document and implement structures and procedures to safeguard objective and impartial assessments throughout their organization and personnel, per Article 31(6).",1,1
943,PROFESSIONAL SECRECY,OBLIGATION,"The binding duty for staff of notified bodies to observe secrecy regarding information obtained during their tasks, with exceptions only for notifying authorities, per Article 31(7).",1,1
945,LIABILITY INSURANCE,OBLIGATION,"Notified bodies must have appropriate liability insurance for conformity assessment activities, unless liability is assumed by the Member State",2,1
947,ARTICLE 33,ARTICLE,"Article 33 establishes key regulatory obligations and operational requirements for notified bodies. Specifically, paragraphs 1, 3, and 4 of Article 33 outline the mandatory responsibilities that notified bodies must uphold in the performance of their duties. Furthermore, the article governs the framework under which these notified bodies may utilize subsidiaries and engage in subcontracting arrangements, ensuring that such practices remain within compliance guidelines. Together, these provisions ensure that notified bodies maintain accountability and oversight, even when delegating tasks or utilizing auxiliary operational structures.",3,1
915,DOCUMENTATION OBLIGATION,OBLIGATION,Requirement for each use of a high-risk AI system to be documented in a police file and made available to relevant authorities upon request,2,1
916,ANNUAL REPORTING OBLIGATION,OBLIGATION,Requirement for deployers to submit annual reports to market surveillance and data protection authorities on the use of post-remote biometric identification systems,2,1
917,EXEMPTION FROM AUTHORISATION,EXCLUSIONCONDITION,The authorisation requirement does not apply when the system is used for the initial identification of a potential suspect based on objective and verifiable facts directly linked to the offence,2,1
956,INTERNAL PROCEDURES,REQUIREMENT,"Procedural requirements for notified bodies to account for provider size, sector, structure, and system complexity",1,1
958,INTERNAL COMPETENCES,REQUIREMENT,"Sufficient administrative, technical, legal and scientific personnel availability required by notified bodies to evaluate external tasks",1,1
178,SYSTEM REGISTRATION,OBLIGATION,Requirement for law enforcement authorities to register the AI system in the relevant database as set out in the Regulation before use.,1,1
180,REJECTION CONSEQUENCE,OBLIGATION,"If authorisation is rejected, use must cease immediately, and all related data must be discarded/deleted.",1,1
184,ARTICLE 10 OF DIRECTIVE (EU),ARTICLE,Refers to the rules on the processing of biometric data in the context of Directive (EU) (often relating to the GDPR or Law Enforcement Directive context).,1,1
187,ADVERSE LEGAL EFFECT,REQUIREMENT,A prohibited outcome where a decision is taken based solely on the output of a remote biometric identification system.,1,1
188,DATABASE,REQUIREMENT,Refers to the system where law enforcement authorities must register the AI system as required by the Regulation.,1,1
189,REFERENCE DATABASE OF PERSONS,AISYSTEM,The specific database of persons that must be appropriate for each use case in the context of remote biometric identification.,1,1
935,INDEPENDENCE REQUIREMENT,REQUIREMENT,"The obligation for notified bodies to be independent of providers and economic operators of the AI systems they assess, preventing conflicts of interest and prohibiting involvement in design/development",1,1
937,LIABILITY INSURANCE REQUIREMENT,REQUIREMENT,"Notified bodies must hold appropriate liability insurance for their activities, unless the Member State assumes liability, as per Article 31(9)",1,1
938,NOTIFICATION PROCESS,OBLIGATION,"The procedure by which a notifying authority informs the Commission and Member States about a conformity assessment body, triggering a two-week or two-month objection period depending on documentation.",1,1
940,AUTHORISATION DECISION,OBLIGATION,"A formal decision by the Commission regarding the justification of a conformity assessment body's authorisation when objections have been raised, addressed to the Member State and the body.",1,1
941,QUALITY MANAGEMENT REQUIREMENT,REQUIREMENT,"A specific operational standard that notified bodies must satisfy to fulfill their tasks, ensuring consistency and reliability of conformity assessments under Article 31(2).",1,1
563,ARTICLE 16(6),ARTICLE,Provision in Regulation (EU) 2022/2065 requiring hosting services to process notices on illegal content (Recital 136),1,1
536,ABSENCE OF CONFLICTS OF INTERESTS,REQUIREMENT,Specific requirement for notified bodies to operate without bias or competing commercial interests,1,1
537,LEARNING AFTER DEPLOYMENT,EXCLUSIONCONDITION,Changes to algorithm and performance of AI systems that are pre-determined by the provider and assessed at the moment of conformity assessment; these do not constitute a substantial modification,1,1
